id,nation,resid,age,income,educ,occup,gender,area,nation_o,resid_o
1062313,54,54,4,3,2,2,1,1,54,54
1062314,80,80,5,7,3,2,1,1,81,81
1062315,2,3,2,2,2,5,2,1,2,3
1062316,2,3,3,5,2,3,2,1,2,3
1062317,70,70,2,1,2,11,1,1,72,72
1062318,60,60,5,5,2,2,1,1,60,60
1062319,2,3,4,4,1,5,2,2,2,3
1062320,2,2,3,5,3,3,1,2,2,2
1062321,55,55,3,1,2,4,2,2,55,55
1062322,55,55,4,8,1,1,2,2,55,55
1062323,55,55,3,2,2,5,2,2,55,55
1062324,2,2,2,4,3,1,1,2,2,2
1062325,2,2,7,8,1,12,2,2,2,2
1062326,2,2,6,8,1,12,1,2,2,2
1062327,2,2,3,7,2,1,1,2,2,2
1062328,2,3,3,3,1,2,1,2,2,3
1062329,2,2,3,5,2,1,2,2,2,2
1062330,2,3,3,3,2,4,1,2,2,3
1062331,2,3,2,3,1,5,2,2,2,3
1062332,2,3,5,8,2,12,2,2,2,3
1062333,2,2,2,4,2,1,2,2,2,2
1062334,50,50,4,2,1,8,1,2,50,50
1062335,50,50,4,1,1,4,2,2,50,50
1062336,50,50,1,8,2,11,2,2,50,50
1062337,50,50,6,8,1,12,2,2,50,50
1062338,50,50,2,3,1,2,2,2,50,50
1062339,2,3,2,3,1,2,2,2,2,3
1062340,90,2,3,7,3,1,1,2,921,2
1062341,60,60,6,6,2,2,1,2,60,60
1062342,2,2,4,5,2,1,1,2,2,2
1062343,2,2,3,1,2,4,2,2,2,2
1062344,2,2,2,3,3,1,1,2,2,2
1062345,2,2,4,8,2,1,2,2,2,2
1062346,2,2,3,2,2,2,2,2,2,2
1062347,2,2,2,1,2,4,2,2,2,2
1062348,2,2,3,5,3,1,1,2,2,2
1062349,2,2,3,3,2,1,2,2,2,2
1062350,1,1,6,8,1,10,2,2,1,1
1062351,1,1,5,8,1,1,1,2,1,1
1062352,4,4,5,4,1,1,1,2,4,4
1062353,4,4,3,6,2,1,1,2,4,4
1062354,1,1,3,3,2,3,1,2,1,1
1062355,1,1,4,4,2,1,1,2,1,1
1062356,2,3,3,3,2,2,1,2,2,3
1062357,2,2,4,8,1,5,2,2,2,2
1062358,2,2,3,3,1,1,1,2,2,2
1062359,2,3,7,8,1,10,2,2,2,3
1062360,50,50,1,8,1,11,1,2,50,50
1062361,90,90,4,5,3,2,1,2,902,902
1062362,51,51,2,3,2,3,1,2,51,51
1062363,2,2,4,1,1,5,2,2,2,2
1062364,4,4,4,3,1,1,1,2,4,4
1062365,1,1,7,8,1,12,1,2,1,1
1062366,4,4,3,2,2,5,1,2,4,4
1062367,2,3,6,8,1,12,1,2,2,3
1062368,2,2,5,1,1,1,1,2,2,2
1062369,1,1,7,5,1,4,1,2,1,1
1062370,1,1,5,5,1,1,1,2,1,1
1062371,2,3,3,5,2,2,1,2,2,3
1062372,2,2,3,3,3,2,1,2,2,2
1062373,1,1,5,5,2,1,1,2,1,1
1062374,2,2,3,6,3,5,1,2,2,2
1062375,2,2,2,8,2,11,1,2,2,2
1062376,2,2,3,2,2,4,2,2,2,2
1062377,2,2,3,1,1,5,1,2,2,2
1062378,2,3,3,3,2,1,2,2,2,3
1062379,1,1,4,7,2,1,1,3,1,1
1062380,1,1,5,6,2,4,1,3,1,1
1062381,1,1,7,7,2,12,1,3,1,1
1062382,1,1,6,8,2,12,2,3,1,1
1062383,1,1,3,5,2,4,1,3,1,1
1062384,1,1,6,6,2,2,1,3,1,1
1062385,1,1,3,5,2,4,2,3,1,1
1062386,1,1,1,8,1,11,1,3,1,1
1062387,2,2,6,1,1,5,2,3,2,2
1062388,2,2,6,2,2,5,2,3,2,2
1062389,2,2,6,1,2,12,2,3,2,2
1062390,2,2,4,2,2,5,2,3,2,2
1062391,2,2,4,3,3,2,1,3,2,2
1062392,2,2,2,1,2,4,2,3,2,2
1062393,2,2,4,8,2,10,2,3,2,2
1062394,1,1,7,8,2,10,2,3,1,1
1062395,1,1,5,4,1,5,1,3,1,1
1062396,1,1,4,5,2,4,2,3,1,1
1062397,1,1,5,7,2,1,1,3,1,1
1062398,1,1,3,5,2,10,2,3,1,1
1062399,1,1,4,6,3,5,1,3,1,1
1062400,1,1,3,5,2,2,1,3,1,1
1062401,1,1,7,4,1,12,2,3,1,1
1062402,2,2,4,1,2,2,1,3,2,2
1062403,2,2,4,3,3,2,1,3,2,2
1062404,2,2,2,1,2,5,2,3,2,2
1062405,2,2,4,4,3,2,1,3,2,2
1062406,2,2,7,1,1,12,2,3,2,2
1062407,2,2,3,2,3,2,1,3,2,2
1062408,2,2,2,2,2,3,2,3,2,2
1062409,2,3,2,3,1,5,1,4,2,3
1062410,2,3,6,8,1,12,1,4,2,3
1062411,2,3,1,8,1,11,2,4,2,3
1062412,2,3,5,3,1,4,2,4,2,3
1062413,2,3,3,4,1,4,2,4,2,3
1062414,2,3,2,3,1,5,2,4,2,3
1062415,2,3,7,8,2,12,2,4,2,3
1062416,70,3,6,2,2,7,1,4,71,3
1062417,90,90,3,5,3,2,1,4,921,921
1062418,55,55,4,1,1,10,2,4,55,55
1062419,2,3,4,4,1,2,1,4,2,3
1062420,55,55,3,8,2,1,2,4,55,55
1062421,2,3,3,4,2,7,1,4,2,3
1062422,2,3,2,3,2,2,2,4,2,3
1062423,2,3,4,3,2,4,2,4,2,3
1062424,2,3,3,3,2,4,1,4,2,3
1062425,2,3,4,7,3,1,1,4,2,3
1062426,2,3,2,4,2,4,2,4,2,3
1062427,2,3,3,5,2,2,2,4,2,3
1062428,2,3,3,3,3,2,1,4,2,3
1062429,2,3,2,3,2,4,1,4,2,3
1062430,2,3,3,4,2,2,1,4,2,3
1062431,2,3,2,8,1,2,2,4,2,3
1062432,59,59,4,4,1,1,1,4,58,58
1062433,59,59,3,8,2,10,2,4,58,58
1062434,59,59,3,8,2,1,2,4,58,58
1062435,59,59,1,8,1,11,2,4,58,58
1062436,54,54,3,3,2,2,2,1,54,54
1062437,53,53,3,3,2,2,1,1,53,53
1062438,50,50,3,1,2,2,2,1,50,50
1062439,2,3,7,8,2,12,1,1,2,3
1062440,2,3,2,1,2,11,1,1,2,3
1062441,2,2,2,2,2,2,2,1,2,2
1062442,60,60,4,4,2,2,1,1,60,60
1062443,2,2,4,3,3,2,1,1,2,2
1062444,2,2,3,2,2,5,2,1,2,2
1062445,2,2,7,8,1,12,2,1,2,2
1062446,2,2,7,8,1,12,1,1,2,2
1062447,60,60,3,6,2,2,1,1,60,60
1062448,55,55,4,4,3,2,1,1,55,55
1062449,55,55,4,1,1,2,2,1,55,55
1062450,70,70,6,6,3,2,1,1,73,73
1062451,2,2,3,4,2,1,1,1,2,2
1062452,1,1,4,5,2,4,2,1,1,1
1062453,1,1,4,5,1,3,1,1,1,1
1062454,1,1,4,5,1,4,2,1,1,1
1062455,1,1,2,5,2,5,1,1,1,1
1062456,2,3,4,6,3,2,2,1,2,3
1062457,2,3,4,5,2,5,1,1,2,3
1062458,2,2,2,2,2,3,2,1,2,2
1062459,1,1,7,7,2,1,1,1,1,1
1062460,1,1,2,5,2,4,1,1,1,1
1062461,1,1,6,8,2,12,1,1,1,1
1062462,1,1,3,8,2,10,2,1,1,1
1062463,51,51,4,4,2,2,1,1,51,51
1062464,51,51,4,7,2,1,1,1,51,51
1062465,1,1,6,8,2,12,2,1,1,1
1062466,2,3,3,4,2,5,1,1,2,3
1062467,2,3,2,1,2,11,2,1,2,3
1062468,51,51,5,6,2,5,2,1,51,51
1062469,51,51,5,6,1,5,2,1,51,51
1062470,2,2,2,8,2,11,2,1,2,2
1062471,2,2,3,3,2,2,1,1,2,2
1062472,1,1,4,5,2,4,2,1,1,1
1062473,1,1,6,8,1,10,2,1,1,1
1062474,1,1,5,6,3,5,2,1,1,1
1062475,1,1,4,5,2,3,1,1,1,1
1062476,1,1,4,5,2,4,2,1,1,1
1062477,1,1,4,5,1,5,2,1,1,1
1062478,1,1,2,8,2,11,2,1,1,1
1062479,1,1,6,6,2,12,1,1,1,1
1062480,1,1,1,8,1,11,1,1,1,1
1062481,70,3,5,4,3,12,1,1,71,3
1062482,2,2,3,3,3,2,2,1,2,2
1062483,50,50,2,1,2,2,2,1,50,50
1062484,55,55,2,2,2,2,1,1,55,55
1062485,2,3,3,3,2,4,2,1,2,3
1062486,54,54,2,1,2,11,2,1,54,54
1062487,2,2,7,8,1,12,2,1,2,2
1062488,2,2,5,8,1,10,2,1,2,2
1062489,2,2,4,3,2,1,1,1,2,2
1062490,2,2,2,2,3,2,2,1,2,2
1062491,60,60,7,8,3,12,1,1,60,60
1062492,60,60,7,8,2,12,2,1,60,60
1062493,60,60,6,8,1,12,1,1,60,60
1062494,2,3,2,3,1,4,2,1,2,3
1062495,55,55,2,2,2,5,2,1,55,55
1062496,55,55,1,8,1,11,2,1,55,55
1062497,53,53,4,2,2,2,1,1,53,53
1062498,70,70,5,5,2,2,1,1,73,73
1062499,70,53,7,8,2,1,1,1,73,53
1062500,70,70,3,6,2,3,1,1,79,79
1062501,2,3,3,4,2,5,2,1,2,3
1062502,2,2,2,8,3,11,1,1,2,2
1062503,2,3,3,3,2,4,2,1,2,3
1062504,50,50,4,5,2,2,2,1,50,50
1062505,2,2,3,6,3,2,2,1,2,2
1062506,2,2,4,4,2,2,2,1,2,2
1062507,70,60,3,7,3,2,1,1,71,60
1062508,2,2,3,4,2,2,1,1,2,2
1062509,2,2,3,4,3,2,2,1,2,2
1062510,60,60,5,7,3,3,1,1,60,60
1062511,80,70,2,8,2,13,2,1,81,79
1062512,90,90,2,5,2,5,1,1,921,921
1062513,55,55,3,7,2,1,1,1,55,55
1062514,54,54,3,3,2,1,1,1,54,54
1062515,55,55,2,2,2,2,2,1,55,55
1062516,2,2,2,1,2,2,2,1,2,2
1062517,2,2,4,4,3,1,1,1,2,2
1062518,2,2,2,8,2,11,2,1,2,2
1062519,2,2,2,2,2,5,1,1,2,2
1062520,2,2,3,4,2,3,2,1,2,2
1062521,2,3,4,8,2,10,2,1,2,3
1062522,70,2,2,8,2,11,2,1,73,2
1062523,50,50,2,1,1,5,2,1,50,50
1062524,2,3,5,8,1,10,2,1,2,3
1062525,60,60,3,3,3,2,1,1,60,60
1062526,70,70,5,7,2,2,2,1,76,76
1062527,80,80,7,8,2,12,1,1,81,81
1062528,70,3,6,8,2,12,2,1,71,3
1062529,53,53,5,2,3,2,2,1,53,53
1062530,53,53,2,1,3,2,2,1,53,53
1062531,70,70,5,5,2,1,1,1,78,78
1062532,54,54,4,7,3,2,2,1,54,54
1062533,54,54,4,5,3,1,1,1,54,54
1062534,70,70,4,8,1,13,1,1,79,79
1062535,2,90,3,7,3,1,2,1,2,916
1062536,1,1,4,5,1,4,1,1,1,1
1062537,1,1,5,7,2,1,1,1,1,1
1062538,1,1,3,5,2,4,1,1,1,1
1062539,1,1,4,6,2,4,1,1,1,1
1062540,1,1,2,5,2,4,1,1,1,1
1062541,1,1,4,5,1,4,2,1,1,1
1062542,1,1,2,5,2,4,1,1,1,1
1062543,1,1,4,5,2,2,2,1,1,1
1062544,1,1,3,5,2,4,1,1,1,1
1062545,51,51,2,3,2,5,1,1,51,51
1062546,51,51,2,3,2,2,2,1,51,51
1062547,2,3,2,8,2,11,2,1,2,3
1062548,2,3,3,5,3,2,2,1,2,3
1062549,2,2,2,3,3,2,2,1,2,2
1062550,2,2,4,4,2,1,1,1,2,2
1062551,1,1,4,5,2,2,2,1,1,1
1062552,1,1,3,5,1,4,2,1,1,1
1062553,1,1,2,5,3,3,1,1,1,1
1062554,1,1,2,5,2,4,1,1,1,1
1062555,1,1,5,7,2,1,1,1,1,1
1062556,1,1,3,6,2,4,1,1,1,1
1062557,1,1,7,5,1,5,2,1,1,1
1062558,2,2,2,8,2,11,2,1,2,2
1062559,2,3,3,3,1,4,2,1,2,3
1062560,2,2,2,3,3,2,1,1,2,2
1062561,2,3,7,8,1,12,2,1,2,3
1062562,1,1,4,7,2,1,1,1,1,1
1062563,1,1,4,5,2,4,2,1,1,1
1062564,51,51,3,5,2,2,2,1,51,51
1062565,51,51,3,3,2,2,1,1,51,51
1062566,2,2,2,2,2,2,1,1,2,2
1062567,2,2,6,1,1,12,1,1,2,2
1062568,2,2,2,8,3,11,2,1,2,2
1062569,2,2,4,5,2,5,2,1,2,2
1062570,2,2,3,5,2,1,2,1,2,2
1062571,50,50,3,3,2,1,1,1,50,50
1062572,2,3,2,8,2,2,2,1,2,3
1062573,80,80,7,4,3,12,1,1,81,81
1062574,60,60,4,6,3,1,1,1,60,60
1062575,60,60,4,5,3,2,1,1,60,60
1062576,60,60,4,7,2,1,1,1,60,60
1062577,55,55,3,5,3,1,1,1,55,55
1062578,55,55,3,1,2,5,2,1,55,55
1062579,53,70,2,5,2,1,2,1,53,75
1062580,55,55,2,3,3,3,1,1,55,55
1062581,2,3,3,4,1,5,2,1,2,3
1062582,54,54,6,2,2,1,2,1,54,54
1062583,54,54,4,3,3,1,2,1,54,54
1062584,2,3,2,3,2,4,2,1,2,3
1062585,70,70,3,8,3,1,1,1,77,77
1062586,2,2,5,8,1,5,2,1,2,2
1062587,2,2,4,2,1,5,2,1,2,2
1062588,2,2,6,8,1,12,2,1,2,2
1062589,2,2,6,8,1,12,1,1,2,2
1062590,1,1,5,4,2,5,1,1,1,1
1062591,1,1,4,3,1,3,1,1,1,1
1062592,1,1,7,5,2,1,1,1,1,1
1062593,51,51,7,8,1,12,2,1,51,51
1062594,50,50,2,2,2,4,2,1,50,50
1062595,2,3,2,2,2,2,2,1,2,3
1062596,2,2,6,8,1,12,2,1,2,2
1062597,2,3,5,5,3,1,1,1,2,3
1062598,1,1,7,3,2,2,2,1,1,1
1062599,1,1,6,5,1,4,1,1,1,1
1062600,1,1,4,5,1,1,1,1,1,1
1062601,2,3,4,8,1,10,1,1,2,3
1062602,2,2,3,2,2,5,2,1,2,2
1062603,2,2,2,1,2,4,2,1,2,2
1062604,1,1,6,3,1,4,1,1,1,1
1062605,1,1,5,5,2,1,1,1,1,1
1062606,1,1,5,5,3,1,1,1,1,1
1062607,1,1,3,3,2,4,1,1,1,1
1062608,51,51,5,3,2,1,2,1,51,51
1062609,50,50,7,8,1,12,1,1,50,50
1062610,2,3,4,8,1,5,2,1,2,3
1062611,2,2,2,1,2,5,2,1,2,2
1062612,1,1,7,8,1,12,1,1,1,1
1062613,2,2,4,5,3,1,1,1,2,2
1062614,1,1,4,2,2,4,2,1,1,1
1062615,2,2,5,1,1,5,2,1,2,2
1062616,2,3,3,4,2,3,2,1,2,3
1062617,50,50,3,2,2,2,2,1,50,50
1062618,2,3,3,3,2,2,1,1,2,3
1062619,54,54,3,3,2,5,2,1,54,54
1062620,60,60,4,6,2,2,1,1,60,60
1062621,2,2,4,8,1,13,2,1,2,2
1062622,80,80,4,7,2,2,1,1,81,81
1062623,54,54,2,1,2,2,2,1,54,54
1062624,2,2,3,8,2,10,2,1,2,2
1062625,2,3,3,3,3,2,2,1,2,3
1062626,2,2,2,3,2,2,1,1,2,2
1062627,2,2,4,4,2,2,2,1,2,2
1062628,70,70,5,7,3,1,2,1,79,79
1062629,60,60,2,4,2,2,2,1,60,60
1062630,55,55,4,2,2,4,2,1,55,55
1062631,2,2,4,8,2,2,1,1,2,2
1062632,70,70,3,5,2,2,2,1,74,74
1062633,2,2,4,8,2,2,1,1,2,2
1062634,54,54,4,3,2,1,2,1,54,54
1062635,2,2,3,8,2,2,2,1,2,2
1062636,2,2,4,4,2,2,1,1,2,2
1062637,54,54,2,8,2,2,1,1,54,54
1062638,2,3,5,3,2,2,2,1,2,3
1062639,50,50,2,8,2,11,2,1,50,50
1062640,60,60,5,6,2,2,1,1,60,60
1062641,2,3,3,3,2,2,2,1,2,3
1062642,60,60,3,5,2,2,1,1,60,60
1062643,70,70,5,6,2,2,1,1,73,73
1062644,53,53,4,8,2,2,2,1,53,53
1062645,2,2,3,2,2,2,2,1,2,2
1062646,2,3,3,8,1,10,2,1,2,3
1062647,2,2,7,8,1,12,2,1,2,2
1062648,2,3,5,8,2,10,2,1,2,3
1062649,1,1,4,7,1,1,1,1,1,1
1062650,1,1,4,6,2,1,1,1,1,1
1062651,1,1,6,8,1,10,2,1,1,1
1062652,1,1,5,7,2,1,1,1,1,1
1062653,1,1,6,8,1,10,2,1,1,1
1062654,1,1,4,6,2,1,2,1,1,1
1062655,2,2,3,3,2,5,2,1,2,2
1062656,51,51,4,5,2,2,2,1,51,51
1062657,51,51,5,3,1,4,2,1,51,51
1062658,1,1,7,8,1,10,2,1,1,1
1062659,1,1,4,5,2,4,2,1,1,1
1062660,1,1,3,5,2,4,2,1,1,1
1062661,4,90,2,4,2,2,1,1,4,921
1062662,4,4,2,8,2,11,2,1,4,4
1062663,4,4,3,4,2,2,2,1,4,4
1062664,2,3,3,4,2,4,2,1,2,3
1062665,2,3,3,4,1,4,2,1,2,3
1062666,4,4,5,5,2,99,2,1,4,4
1062667,4,4,2,8,2,11,2,1,4,4
1062668,4,4,5,4,2,3,2,1,4,4
1062669,4,4,3,7,2,1,1,1,4,4
1062670,4,4,2,3,2,2,2,1,4,4
1062671,50,51,3,3,1,2,2,1,50,51
1062672,51,51,3,5,2,2,2,1,51,51
1062673,2,3,3,3,2,2,1,1,2,3
1062674,2,3,2,3,2,4,2,1,2,3
1062675,2,3,5,5,2,1,1,1,2,3
1062676,2,3,6,8,1,12,1,1,2,3
1062677,2,2,7,8,1,10,2,1,2,2
1062678,60,60,3,6,3,2,1,1,60,60
1062679,2,3,3,5,2,3,1,1,2,3
1062680,54,54,2,3,2,5,2,1,54,54
1062681,50,50,2,2,1,2,2,1,50,50
1062682,54,54,3,3,3,5,1,1,54,54
1062683,54,54,2,8,2,11,2,1,54,54
1062684,70,70,2,2,1,2,1,1,75,75
1062685,2,2,4,4,2,2,2,1,2,2
1062686,2,2,2,8,2,11,2,1,2,2
1062687,2,2,3,4,2,2,1,1,2,2
1062688,2,2,3,5,2,2,2,1,2,2
1062689,60,60,4,7,2,2,1,1,60,60
1062690,70,70,2,5,3,3,1,1,73,73
1062691,1,1,4,5,2,1,1,1,1,1
1062692,1,1,3,4,2,4,2,1,1,1
1062693,1,1,3,5,1,1,1,1,1,1
1062694,1,1,2,5,2,2,1,1,1,1
1062695,1,1,4,5,2,1,2,1,1,1
1062696,1,1,5,7,2,1,1,1,1,1
1062697,51,51,3,8,2,10,2,1,51,51
1062698,51,51,2,5,2,3,1,1,51,51
1062699,2,3,3,8,1,10,2,1,2,3
1062700,2,3,3,4,2,5,2,1,2,3
1062701,2,2,2,2,2,4,1,1,2,2
1062702,2,2,2,2,2,4,2,1,2,2
1062703,1,1,7,8,2,12,1,1,1,1
1062704,1,1,7,5,2,1,1,1,1,1
1062705,1,1,6,8,2,10,2,1,1,1
1062706,4,4,4,2,2,4,2,1,4,4
1062707,4,4,4,5,2,99,1,1,4,4
1062708,4,4,4,8,2,7,1,1,4,4
1062709,4,4,4,8,2,2,1,1,4,4
1062710,4,4,2,4,2,2,2,1,4,4
1062711,4,4,2,3,2,2,2,1,4,4
1062712,4,4,2,8,2,11,1,1,4,4
1062713,4,4,4,5,2,2,1,1,4,4
1062714,4,4,3,99,2,2,1,1,4,4
1062715,4,4,4,5,2,2,1,1,4,4
1062716,2,3,6,8,1,12,2,1,2,3
1062717,51,51,2,8,2,11,2,1,51,51
1062718,2,3,5,2,1,1,1,1,2,3
1062719,2,3,2,3,1,5,2,1,2,3
1062720,50,51,3,5,2,2,1,1,50,51
1062721,1,1,6,8,2,10,2,1,1,1
1062722,1,1,4,5,1,4,1,1,1,1
1062723,1,1,6,3,2,12,1,1,1,1
1062724,1,1,3,5,1,1,1,1,1,1
1062725,1,1,2,5,2,4,2,1,1,1
1062726,1,1,4,5,1,4,1,1,1,1
1062727,1,1,3,5,2,4,2,1,1,1
1062728,1,1,4,7,2,1,1,1,1,1
1062729,1,1,2,5,2,2,1,1,1,1
1062730,51,51,5,99,1,4,2,1,51,51
1062731,51,51,2,2,2,3,1,1,51,51
1062732,2,3,2,4,3,2,2,1,2,3
1062733,2,3,5,8,2,10,2,1,2,3
1062734,2,2,5,1,1,12,2,1,2,2
1062735,2,2,5,1,2,12,2,1,2,2
1062736,53,53,3,1,2,2,2,1,53,53
1062737,60,60,5,6,2,2,1,1,60,60
1062738,70,70,2,1,2,11,2,1,72,72
1062739,50,50,4,1,1,2,2,1,50,50
1062740,2,3,2,2,2,11,2,1,2,3
1062741,2,2,7,8,2,12,2,1,2,2
1062742,2,2,5,8,1,10,2,1,2,2
1062743,2,2,3,2,2,2,2,1,2,2
1062744,2,2,2,2,2,2,1,1,2,2
1062745,2,2,6,8,2,12,2,1,2,2
1062746,2,3,4,4,2,2,2,1,2,3
1062747,60,60,2,8,3,11,1,1,60,60
1062748,55,55,4,3,3,2,2,1,55,55
1062749,55,55,5,4,3,2,1,1,55,55
1062750,54,54,3,2,2,2,2,1,54,54
1062751,2,2,2,3,2,4,2,1,2,2
1062752,2,2,3,5,2,1,2,1,2,2
1062753,2,2,2,8,2,11,1,1,2,2
1062754,2,2,4,4,2,5,1,1,2,2
1062755,2,2,2,3,2,5,1,1,2,2
1062756,2,3,2,3,2,5,1,1,2,3
1062757,60,60,7,8,3,12,2,1,60,60
1062758,60,60,5,8,2,10,2,1,60,60
1062759,60,60,6,8,3,12,1,1,60,60
1062760,2,3,3,3,2,2,1,1,2,3
1062761,70,70,2,8,2,13,2,1,79,79
1062762,55,55,2,3,3,1,2,1,55,55
1062763,55,55,4,8,1,1,2,1,55,55
1062764,2,55,3,6,2,2,1,1,2,55
1062765,53,53,3,7,2,2,1,1,53,53
1062766,2,3,2,3,2,1,1,1,2,3
1062767,54,54,2,2,2,2,1,1,54,54
1062768,50,50,2,8,2,11,2,1,50,50
1062769,90,90,6,8,2,6,1,1,923,923
1062770,70,70,2,1,2,2,2,1,79,79
1062771,2,2,3,2,2,2,1,1,2,2
1062772,2,2,4,3,2,4,2,1,2,2
1062773,2,3,2,1,2,11,2,1,2,3
1062774,2,3,2,3,2,5,2,1,2,3
1062775,51,51,3,4,2,2,1,1,51,51
1062776,51,51,4,6,2,2,1,1,51,51
1062777,1,1,5,6,3,1,1,1,1,1
1062778,53,53,3,4,2,2,1,1,53,53
1062779,90,53,3,7,2,1,2,1,909,53
1062780,53,53,3,3,2,2,1,1,53,53
1062781,53,53,2,1,2,11,1,1,53,53
1062782,53,53,5,4,2,2,1,1,53,53
1062783,53,53,2,2,3,2,2,1,53,53
1062784,53,53,3,3,2,2,1,1,53,53
1062785,52,52,6,5,3,2,1,1,52,52
1062786,50,50,5,3,1,1,1,1,50,50
1062787,52,52,2,1,2,2,2,1,52,52
1062788,2,2,2,1,2,4,2,1,2,2
1062789,52,52,6,1,1,10,2,1,52,52
1062790,52,52,5,1,1,10,2,1,52,52
1062791,52,52,4,8,1,10,2,1,52,52
1062792,52,52,2,3,2,5,2,1,52,52
1062793,52,52,4,3,2,2,1,1,52,52
1062794,51,51,3,1,1,3,2,1,51,51
1062795,2,3,3,8,1,10,2,1,2,3
1062796,2,2,6,5,1,1,1,1,2,2
1062797,2,2,4,3,1,1,1,1,2,2
1062798,2,3,4,4,2,1,1,1,2,3
1062799,2,2,7,8,1,12,1,1,2,2
1062800,2,2,3,8,2,10,2,1,2,2
1062801,52,52,3,1,2,2,2,1,52,52
1062802,50,50,4,2,1,1,2,1,50,50
1062803,52,52,7,8,1,12,1,1,52,52
1062804,52,52,5,1,1,5,2,1,52,52
1062805,70,53,2,6,2,2,2,1,79,53
1062806,53,53,4,3,2,2,2,1,53,53
1062807,2,3,5,8,1,10,2,1,2,3
1062808,51,51,2,8,2,11,1,1,51,51
1062809,2,3,4,1,1,5,2,1,2,3
1062810,2,2,3,1,1,5,2,1,2,2
1062811,53,53,4,5,2,2,2,1,53,53
1062812,2,2,2,8,2,11,2,1,2,2
1062813,2,2,2,1,2,5,1,1,2,2
1062814,2,2,6,8,1,12,1,1,2,2
1062815,2,2,2,1,2,5,2,1,2,2
1062816,80,80,4,6,2,2,1,1,82,82
1062817,2,3,3,4,2,2,1,1,2,3
1062818,2,3,5,5,1,5,2,1,2,3
1062819,60,60,2,8,2,13,1,1,60,60
1062820,2,2,2,3,2,2,2,1,2,2
1062821,50,50,2,8,2,11,2,1,50,50
1062822,2,2,3,4,2,2,1,1,2,2
1062823,2,2,4,3,2,2,1,1,2,2
1062824,2,2,3,3,2,2,2,1,2,2
1062825,2,2,5,5,2,2,1,1,2,2
1062826,90,90,3,3,3,2,1,1,906,906
1062827,55,55,3,2,2,2,2,1,55,55
1062828,60,60,5,7,2,1,1,1,60,60
1062829,70,53,5,7,2,1,1,1,79,53
1062830,90,90,3,5,2,2,1,1,921,921
1062831,2,2,5,8,1,2,2,1,2,2
1062832,2,2,3,2,2,2,1,1,2,2
1062833,50,50,4,8,1,2,2,1,50,50
1062834,60,60,4,7,2,2,1,1,60,60
1062835,60,60,3,4,2,2,2,1,60,60
1062836,70,70,5,6,2,2,1,1,79,79
1062837,54,54,2,8,2,11,1,1,54,54
1062838,70,70,3,6,2,2,1,1,72,72
1062839,53,53,3,4,2,2,2,1,53,53
1062840,53,53,3,3,2,2,2,1,53,53
1062841,2,3,5,8,1,12,1,1,2,3
1062842,2,3,4,4,2,2,1,1,2,3
1062843,2,2,3,1,2,5,2,1,2,2
1062844,2,2,2,8,2,11,2,1,2,2
1062845,2,2,3,3,2,2,1,1,2,2
1062846,4,4,4,5,1,1,1,1,4,4
1062847,4,4,2,8,2,11,1,1,4,4
1062848,4,4,2,8,2,11,2,1,4,4
1062849,4,4,6,8,1,10,2,1,4,4
1062850,4,4,3,4,3,2,1,1,4,4
1062851,4,4,4,4,2,2,1,1,4,4
1062852,4,4,6,8,1,12,1,1,4,4
1062853,4,4,6,8,1,12,1,1,4,4
1062854,2,3,2,8,2,11,1,1,2,3
1062855,2,3,5,5,2,10,2,1,2,3
1062856,2,2,2,8,2,11,2,1,2,2
1062857,2,2,3,2,2,2,1,1,2,2
1062858,51,51,6,8,1,12,1,1,51,51
1062859,50,50,2,2,1,5,2,1,50,50
1062860,2,3,7,8,2,12,1,1,2,3
1062861,2,2,2,8,2,11,1,1,2,2
1062862,2,3,2,8,2,11,2,1,2,3
1062863,4,4,5,2,1,5,2,1,4,4
1062864,4,4,6,5,3,12,1,1,4,4
1062865,2,2,3,2,2,4,1,1,2,2
1062866,4,4,2,2,3,11,1,1,4,4
1062867,4,4,3,7,2,1,1,1,4,4
1062868,4,4,5,6,3,1,1,1,4,4
1062869,4,4,6,5,2,12,1,1,4,4
1062870,4,4,6,5,2,12,1,1,4,4
1062871,4,4,2,8,2,11,2,1,4,4
1062872,4,4,3,3,2,4,2,1,4,4
1062873,4,4,5,5,2,2,2,1,4,4
1062874,50,51,5,6,2,2,2,1,50,51
1062875,51,51,4,5,1,2,2,1,51,51
1062876,2,3,4,4,3,2,1,1,2,3
1062877,2,3,7,8,2,12,1,1,2,3
1062878,50,50,3,1,2,5,2,1,50,50
1062879,90,90,3,8,1,2,1,1,932,932
1062880,2,2,5,8,1,10,2,1,2,2
1062881,2,2,7,8,2,12,2,1,2,2
1062882,2,2,4,2,2,2,1,1,2,2
1062883,60,60,5,6,3,2,1,1,60,60
1062884,2,2,6,8,2,12,2,1,2,2
1062885,2,2,6,8,2,10,2,1,2,2
1062886,60,60,2,1,2,11,1,1,60,60
1062887,54,54,3,2,2,2,2,1,54,54
1062888,54,54,4,1,2,5,2,1,54,54
1062889,55,55,3,2,2,2,2,1,55,55
1062890,70,70,3,2,2,2,1,1,72,72
1062891,55,55,5,8,1,2,1,1,55,55
1062892,55,55,2,8,2,11,2,1,55,55
1062893,60,60,4,8,2,2,1,1,60,60
